userid,location,date_time
Ud1e1b9657e491667f1dab4f8d363dbd6,"(25.065393788166684, 121.51086140424012)",2021/07/02 16:03:55
Ud1e1b9657e491667f1dab4f8d363dbd6,"(25.06004457781739, 121.51365995407106)",2021/07/03 01:06:17
Ud1e1b9657e491667f1dab4f8d363dbd6,"(25.059885127492965, 121.5096517279744)",2021/07/03 01:26:06
