userid,location,date_time
Ue1da4236a919b9ea207d20de255e9eb4,"(25.016166, 121.535557)",2021/07/02 13:10:20
Ue1da4236a919b9ea207d20de255e9eb4,"(25.01615, 121.535567)",2021/07/02 14:06:56
Ue1da4236a919b9ea207d20de255e9eb4,"(25.016158, 121.53555)",2021/07/02 14:07:48
Ue1da4236a919b9ea207d20de255e9eb4,"(25.016167, 121.535554)",2021/07/02 14:11:30
